RECORDING_SESSION_LABEL,Participant_ID,Word_Unique_ID,Text_ID,Word_Number,Sentence_Number,Word_In_Sentence_Number,Word,Word_Cleaned,Word_Length,Total_Response_Count,Unique_Count,OrthographicMatch,OrthoMatchModel,IsModalResponse,ModalResponse,ModalResponseCount,Certainty,POS_CLAWS,Word_Content_Or_Function,Word_POS,POSMatch,POSMatchModel,InflectionMatch,InflectionMatchModel,LSA_Context_Score,LSA_Response_Match_Score,IA_ID,IA_LABEL,TRIAL_INDEX,IA_LEFT,IA_RIGHT,IA_TOP,IA_BOTTOM,IA_AREA,IA_FIRST_FIXATION_DURATION,IA_FIRST_FIXATION_INDEX,IA_FIRST_FIXATION_VISITED_IA_COUNT,IA_FIRST_FIXATION_X,IA_FIRST_FIXATION_Y,IA_FIRST_FIX_PROGRESSIVE,IA_FIRST_FIXATION_RUN_INDEX,IA_FIRST_FIXATION_TIME,IA_FIRST_RUN_DWELL_TIME,IA_FIRST_RUN_FIXATION_COUNT,IA_FIRST_RUN_END_TIME,IA_FIRST_RUN_FIXATION_.,IA_FIRST_RUN_START_TIME,IA_DWELL_TIME,IA_FIXATION_COUNT,IA_RUN_COUNT,IA_SKIP,IA_REGRESSION_IN,IA_REGRESSION_IN_COUNT,IA_REGRESSION_OUT,IA_REGRESSION_OUT_COUNT,IA_REGRESSION_OUT_FULL,IA_REGRESSION_OUT_FULL_COUNT,IA_REGRESSION_PATH_DURATION,IA_FIRST_SACCADE_AMPLITUDE,IA_FIRST_SACCADE_ANGLE,IA_FIRST_SACCADE_END_TIME,IA_FIRST_SACCADE_START_TIME
sub58,Sub51,QID26,1,27.0,2.0,6.0,microphone,microphone,10.0,40.0,31.0,0.0,0.005514142,0.0,battery,3.0,0.075,NN1,Content,Noun,0.725,0.72401138,0.7,0.699231375,0.23,0.118648649,27,microphone ,53,914,1046,154,246,12144,278.0,21.0,15.0,927.5,218.7,1.0,19.0,5264.0,421.0,2.0,5716.0,0.0513,5264.0,421,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,4.5,-0.08,5263.0,5235.0
sub58,Sub51,QID27,1,28.0,2.0,7.0,or,or,2.0,40.0,15.0,0.4,0.395824985,1.0,or,16.0,0.4,CJC,Function,Conjunction,0.525,0.521661168,,,0.73,0.0,28,or ,53,1046,1082,154,246,3312,97.0,24.0,17.0,1080.6,209.7,0.0,21.0,5974.0,97.0,1.0,6070.0,0.0256,5974.0,97,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,97.0,0.92,177.62,5973.0,5951.0
sub58,Sub51,QID28,1,29.0,2.0,8.0,"speaker,",speaker,7.0,40.0,13.0,0.1,0.096048271,0.0,a,23.0,0.575,NN1,Content,Noun,0.4,0.404238249,0.4,0.40458423,0.13,0.231578947,29,"speaker, ",53,1082,1188,154,246,9752,183.0,23.0,16.0,1105.0,208.9,1.0,20.0,5768.0,183.0,1.0,5950.0,0.0256,5768.0,183,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,280.0,3.87,2.48,5767.0,5717.0
sub58,Sub51,QID29,1,30.0,2.0,9.0,but,but,3.0,40.0,8.0,0.6,0.592817777,1.0,but,24.0,0.6,CJC,Function,Conjunction,0.625,0.619916945,,,0.87,0.0,30,but ,53,1188,1237,154,246,4508,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
sub58,Sub51,QID30,1,31.0,2.0,10.0,you,you,3.0,40.0,7.0,0.0,0.01107288,0.0,it,34.0,0.85,PNP,Function,Pronoun,0.875,0.86403494,,,0.7,0.0,31,you ,53,1237,1286,154,246,4508,190.0,25.0,18.0,1255.5,208.1,1.0,22.0,6127.0,190.0,1.0,6316.0,0.0256,6127.0,190,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,5.74,2.35,6126.0,6071.0
sub58,Sub51,QID31,1,32.0,2.0,11.0,can,can,3.0,40.0,7.0,0.7,0.686208264,1.0,can,28.0,0.7,VM0,Content,Verb,1.0,0.986296592,0.8,0.796953929,0.77,0.9045,32,can ,53,1286,1334,154,246,4416,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
sub58,Sub51,QID32,1,33.0,2.0,12.0,use,use,3.0,40.0,23.0,0.2,0.193416758,1.0,use,8.0,0.2,VVI,Content,Verb,0.8,0.797445569,0.975,0.963657546,0.48,0.43375,33,use ,53,1334,1404,154,246,6440,127.0,26.0,19.0,1338.1,210.5,1.0,23.0,6355.0,127.0,1.0,6481.0,0.0256,6355.0,127,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,2.05,-2.31,6354.0,6317.0
sub58,Sub51,QID33,1,34.0,2.0,13.0,it,it,2.0,40.0,9.0,0.4,0.395824985,1.0,it,16.0,0.4,PNP,Function,Pronoun,0.425,0.423375894,,,0.92,0.0,34,it ,53,171,230,246,338,5428,151.0,28.0,21.0,221.0,295.0,0.0,25.0,6860.0,151.0,1.0,7010.0,0.0256,6860.0,151,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,151.0,0.91,-167.73,6859.0,6826.0
sub58,Sub51,QID34,1,35.0,2.0,14.0,to,to,2.0,40.0,8.0,0.475,0.469689589,1.0,to,19.0,0.475,TO0,Function,Infinitive Marker,0.0,0.015078455,,,0.91,0.0,35,to ,53,230,266,246,338,3312,136.0,27.0,20.0,261.7,290.4,1.0,24.0,6690.0,136.0,1.0,6825.0,0.0256,6690.0,136,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,287.0,30.32,-175.96,6689.0,6594.0
sub58,Sub51,QID35,1,36.0,2.0,15.0,control,control,7.0,40.0,20.0,0.025,0.02554349,0.0,tell,8.0,0.2,VVI,Content,Verb,0.95,0.941998841,0.95,0.940873776,0.27,0.124358974,36,control ,53,266,362,246,338,8832,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
sub58,Sub51,QID36,1,37.0,2.0,16.0,the,the,3.0,40.0,6.0,0.2,0.199460757,0.0,your,28.0,0.7,AT0,Function,Article,0.925,0.911928722,,,0.9,0.0,37,the ,53,362,409,246,338,4324,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
sub58,Sub51,QID37,1,38.0,2.0,17.0,music,music,5.0,40.0,23.0,0.05,0.048416672,0.0,phone,7.0,0.175,NN1,Content,Noun,0.9,0.894493933,0.8,0.796953929,0.17,0.148648649,38,music ,53,409,482,246,338,6716,236.0,29.0,22.0,409.7,295.7,1.0,26.0,7049.0,236.0,1.0,7284.0,0.0256,7049.0,236,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,5.18,-0.2,7048.0,7011.0
sub58,Sub51,QID38,1,39.0,2.0,18.0,on,on,2.0,40.0,10.0,0.45,0.44506337,1.0,on,18.0,0.45,PRP,Function,Preposition,0.6,0.595363274,,,0.88,0.0,39,on ,53,482,517,246,338,3220,211.0,31.0,24.0,500.7,292.3,0.0,28.0,7538.0,211.0,1.0,7748.0,0.0256,7538.0,211,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,211.0,1.28,-175.96,7537.0,7507.0
sub58,Sub51,QID39,1,40.0,2.0,19.0,your,your,4.0,40.0,4.0,0.775,0.764795002,1.0,your,31.0,0.775,DPS,Function,Determiner,0.975,0.958474538,,,0.52,0.0,40,your ,53,517,578,246,338,5612,185.0,30.0,23.0,544.7,291.4,1.0,27.0,7322.0,185.0,1.0,7506.0,0.0256,7322.0,185,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,396.0,3.55,3.03,7321.0,7285.0
sub58,Sub51,QID40,1,41.0,2.0,20.0,phone.,phone,5.0,40.0,9.0,0.325,0.316280085,1.0,phone,13.0,0.325,NN1,Content,Noun,0.95,0.941998841,0.925,0.917433088,0.3,0.634782609,41,phone. ,53,578,660,246,338,7544,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
sub58,Sub51,QID41,1,42.0,3.0,1.0,You,you,3.0,40.0,14.0,0.0,0.01107288,0.0,the,8.0,0.2,PNP,Function,Pronoun,0.2,0.202960219,,,0.82,0.0,42,You ,53,660,710,246,338,4600,238.0,32.0,25.0,709.1,299.7,1.0,29.0,7804.0,238.0,1.0,8041.0,0.0256,7804.0,238,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,6.64,-0.34,7803.0,7749.0
sub58,Sub51,QID42,1,43.0,3.0,2.0,can,can,3.0,40.0,11.0,0.675,0.661573841,1.0,can,27.0,0.675,VM0,Content,Verb,0.975,0.964973399,0.875,0.869648593,0.82,0.86675,43,can ,53,710,758,246,338,4416,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
sub58,Sub51,QID43,1,44.0,3.0,3.0,glance,glance,6.0,40.0,9.0,0.0,0.005514142,0.0,also,26.0,0.65,VVI,Content,Verb,0.25,0.256842685,1.0,0.984785277,0.46,0.227,44,glance ,53,758,842,246,338,7728,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
sub58,Sub51,QID44,1,45.0,3.0,4.0,at,at,2.0,40.0,2.0,0.975,0.957537366,1.0,at,39.0,0.975,PRP,Function,Preposition,0.975,0.958474538,,,0.84,0.0,45,at ,53,842,878,246,338,3312,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
sub58,Sub51,QID45,1,46.0,3.0,5.0,the,the,3.0,40.0,7.0,0.575,0.568198554,1.0,the,23.0,0.575,AT0,Function,Article,0.9,0.888076753,,,0.87,0.0,46,the ,53,878,925,246,338,4324,199.0,33.0,26.0,918.2,289.0,1.0,30.0,8104.0,199.0,1.0,8302.0,0.0256,8104.0,199,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,6.82,4.18,8103.0,8042.0
sub58,Sub51,QID46,1,47.0,3.0,6.0,watch,watch,5.0,40.0,8.0,0.5,0.488907857,1.0,watch,20.0,0.5,NN1,Content,Noun,1.0,0.986296592,0.975,0.963657546,0.55,0.68375,47,watch ,53,925,998,246,338,6716,204.0,35.0,28.0,965.4,292.4,0.0,32.0,8512.0,204.0,1.0,8715.0,0.0256,8512.0,204,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,204.0,1.39,-177.99,8511.0,8478.0
sub58,Sub51,QID47,1,48.0,3.0,7.0,face,face,4.0,40.0,8.0,0.025,0.02554349,0.0,and,20.0,0.5,NN1,Content,Noun,0.05,0.06312702,0.05,0.064527396,0.45,0.47075,48,face ,53,998,1058,246,338,5520,139.0,34.0,27.0,1017.8,292.0,1.0,31.0,8339.0,139.0,1.0,8477.0,0.0256,8339.0,139,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,343.0,2.79,-4.55,8338.0,8303.0
sub58,Sub51,QID48,1,49.0,3.0,8.0,to,to,2.0,40.0,8.0,0.3,0.297467703,0.0,and,21.0,0.525,TO0,Function,Preposition,0.0,0.015078455,,,0.9,0.0,49,to ,53,1058,1093,246,338,3220,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
sub58,Sub51,QID49,1,50.0,3.0,9.0,view,view,4.0,40.0,9.0,0.0,0.005514142,0.0,see,21.0,0.525,VVI,Content,Verb,1.0,0.986296592,1.0,0.984785277,0.28,0.1685,50,view ,53,1093,1155,246,338,5704,200.0,36.0,29.0,1114.4,298.4,1.0,33.0,8771.0,200.0,1.0,8970.0,0.0256,8771.0,200,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,5.03,-1.06,8770.0,8716.0
sub58,Sub51,QID50,1,51.0,3.0,10.0,the,the,3.0,40.0,9.0,0.6,0.592817777,1.0,the,24.0,0.6,AT0,Function,Article,0.825,0.815600105,,,0.88,0.0,51,the ,53,1155,1202,246,338,4324,212.0,38.0,31.0,1163.2,298.4,0.0,35.0,9212.0,212.0,1.0,9423.0,0.0256,9212.0,212,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,212.0,2.35,175.97,9211.0,9179.0
sub58,Sub51,QID51,1,52.0,3.0,11.0,artist,artist,6.0,40.0,12.0,0.0,0.005514142,0.0,time,20.0,0.5,NN1,Content,Noun,0.975,0.964973399,0.9,0.893646547,0.16,0.09,52,artist ,53,1202,1286,246,338,7728,154.0,37.0,30.0,1248.2,299.1,1.0,34.0,9025.0,154.0,1.0,9178.0,0.0256,9025.0,154,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,366.0,4.23,1.28,9024.0,8971.0
